Cliente_ID,Ano_Mes,Gasto_Mensal,Qtd_Transacoes,Ticket_Medio,Limite_Total,Limite_Maximo,Qtd_Cartoes_Credito,Renda_Anual,Utilizacao_Limite,Renda_Mensal,Situacao
1011,2023-08,16821.06,8,2102.63,25000.0,13000.0,2,111300.0,67.28424000000001,9275.0,Limite inadequado: Muito alto
1011,2023-09,2089.22,5,417.84,25000.0,13000.0,2,111300.0,8.35688,9275.0,Limite inadequado: Muito alto
1011,2023-10,2712.75,6,452.12,25000.0,13000.0,2,111300.0,10.850999999999999,9275.0,Limite inadequado: Muito alto
1011,2023-11,1995.15,3,665.05,25000.0,13000.0,2,111300.0,7.9806,9275.0,Limite inadequado: Muito alto
1011,2023-12,6448.59,12,537.38,25000.0,13000.0,2,111300.0,25.79436,9275.0,Limite inadequado: Muito alto
1011,2024-01,3301.02,5,660.2,25000.0,13000.0,2,111300.0,13.20408,9275.0,Limite inadequado: Muito alto
1011,2024-02,2647.82,3,882.61,25000.0,13000.0,2,111300.0,10.59128,9275.0,Limite inadequado: Muito alto
1011,2024-03,2606.9,4,651.72,25000.0,13000.0,2,111300.0,10.4276,9275.0,Limite inadequado: Muito alto
1011,2024-04,1764.51,7,252.07,25000.0,13000.0,2,111300.0,7.05804,9275.0,Limite inadequado: Muito alto
1011,2024-05,2821.54,4,705.38,25000.0,13000.0,2,111300.0,11.286159999999999,9275.0,Limite inadequado: Muito alto
1011,2024-06,5431.46,7,775.92,25000.0,13000.0,2,111300.0,21.725839999999998,9275.0,Limite inadequado: Muito alto
1011,2024-07,3316.82,5,663.36,25000.0,13000.0,2,111300.0,13.267280000000001,9275.0,Limite inadequado: Muito alto
1011,2024-08,2914.92,6,485.82,25000.0,13000.0,2,111300.0,11.65968,9275.0,Limite inadequado: Muito alto
1011,2024-09,1276.0,2,638.0,25000.0,13000.0,2,111300.0,5.104,9275.0,Limite inadequado: Muito alto
1011,2024-10,5266.98,8,658.37,25000.0,13000.0,2,111300.0,21.067919999999997,9275.0,Limite inadequado: Muito alto
1011,2024-11,1989.29,3,663.1,25000.0,13000.0,2,111300.0,7.957159999999999,9275.0,Limite inadequado: Muito alto
1011,2024-12,1969.11,2,984.56,25000.0,13000.0,2,111300.0,7.87644,9275.0,Limite inadequado: Muito alto
1016,2023-01,2782.83,3,927.61,82000.0,34000.0,3,141100.0,3.3936951219512195,11758.333333333334,Limite inadequado: Muito alto
1016,2023-02,3565.39,5,713.08,82000.0,34000.0,3,141100.0,4.348036585365853,11758.333333333334,Limite inadequado: Muito alto
1016,2023-03,7836.61,11,712.42,82000.0,34000.0,3,141100.0,9.556841463414633,11758.333333333334,Limite inadequado: Muito alto
1016,2023-04,820.32,2,410.16,82000.0,34000.0,3,141100.0,1.000390243902439,11758.333333333334,Limite inadequado: Muito alto
1016,2023-05,1928.74,2,964.37,82000.0,34000.0,3,141100.0,2.3521219512195124,11758.333333333334,Limite inadequado: Muito alto
1016,2023-06,2991.8,6,498.63,82000.0,34000.0,3,141100.0,3.648536585365854,11758.333333333334,Limite inadequado: Muito alto
1016,2023-07,2612.36,4,653.09,82000.0,34000.0,3,141100.0,3.1858048780487804,11758.333333333334,Limite inadequado: Muito alto
1016,2023-08,4511.01,5,902.2,82000.0,34000.0,3,141100.0,5.501231707317073,11758.333333333334,Limite inadequado: Muito alto
1016,2023-09,1974.09,3,658.03,82000.0,34000.0,3,141100.0,2.4074268292682928,11758.333333333334,Limite inadequado: Muito alto
1016,2023-10,4023.93,7,574.85,82000.0,34000.0,3,141100.0,4.907231707317073,11758.333333333334,Limite inadequado: Muito alto
1016,2023-11,3896.58,6,649.43,82000.0,34000.0,3,141100.0,4.751926829268292,11758.333333333334,Limite inadequado: Muito alto
1016,2023-12,1996.26,3,665.42,82000.0,34000.0,3,141100.0,2.434463414634146,11758.333333333334,Limite inadequado: Muito alto
1016,2024-01,4315.74,5,863.15,82000.0,34000.0,3,141100.0,5.263097560975609,11758.333333333334,Limite inadequado: Muito alto
1016,2024-02,4096.24,9,455.14,82000.0,34000.0,3,141100.0,4.995414634146341,11758.333333333334,Limite inadequado: Muito alto
1016,2024-03,2680.65,4,670.16,82000.0,34000.0,3,141100.0,3.2690853658536585,11758.333333333334,Limite inadequado: Muito alto
1016,2024-04,2478.25,4,619.56,82000.0,34000.0,3,141100.0,3.0222560975609754,11758.333333333334,Limite inadequado: Muito alto
1016,2024-05,3394.42,6,565.74,82000.0,34000.0,3,141100.0,4.139536585365853,11758.333333333334,Limite inadequado: Muito alto
1016,2024-06,2641.87,5,528.37,82000.0,34000.0,3,141100.0,3.2217926829268295,11758.333333333334,Limite inadequado: Muito alto
1016,2024-07,2883.42,3,961.14,82000.0,34000.0,3,141100.0,3.5163658536585367,11758.333333333334,Limite inadequado: Muito alto
1016,2024-08,2282.96,5,456.59,82000.0,34000.0,3,141100.0,2.7840975609756096,11758.333333333334,Limite inadequado: Muito alto
1016,2024-09,632.59,2,316.29,82000.0,34000.0,3,141100.0,0.7714512195121951,11758.333333333334,Limite inadequado: Muito alto
1016,2024-10,1324.36,2,662.18,82000.0,34000.0,3,141100.0,1.6150731707317072,11758.333333333334,Limite inadequado: Muito alto
1016,2024-11,544.01,2,272.0,82000.0,34000.0,3,141100.0,0.6634268292682927,11758.333333333334,Limite inadequado: Muito alto
1016,2024-12,1058.52,3,352.84,82000.0,34000.0,3,141100.0,1.2908780487804878,11758.333333333334,Limite inadequado: Muito alto
1018,2023-01,3392.99,6,565.5,55000.0,25000.0,3,106000.0,6.169072727272727,8833.333333333334,Limite inadequado: Muito alto
1018,2023-02,1379.36,3,459.79,55000.0,25000.0,3,106000.0,2.5079272727272723,8833.333333333334,Limite inadequado: Muito alto
1018,2023-03,5864.79,7,837.83,55000.0,25000.0,3,106000.0,10.663254545454546,8833.333333333334,Limite inadequado: Muito alto
1018,2023-04,2381.74,4,595.43,55000.0,25000.0,3,106000.0,4.330436363636363,8833.333333333334,Limite inadequado: Muito alto
1018,2023-05,58.58,1,58.58,55000.0,25000.0,3,106000.0,0.1065090909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2023-06,3376.47,6,562.74,55000.0,25000.0,3,106000.0,6.139036363636363,8833.333333333334,Limite inadequado: Muito alto
1018,2023-07,1576.65,2,788.32,55000.0,25000.0,3,106000.0,2.866636363636364,8833.333333333334,Limite inadequado: Muito alto
1018,2023-08,7352.65,10,735.26,55000.0,25000.0,3,106000.0,13.368454545454544,8833.333333333334,Limite inadequado: Muito alto
1018,2023-09,1620.99,3,540.33,55000.0,25000.0,3,106000.0,2.9472545454545456,8833.333333333334,Limite inadequado: Muito alto
1018,2023-10,1495.27,4,373.82,55000.0,25000.0,3,106000.0,2.718672727272727,8833.333333333334,Limite inadequado: Muito alto
1018,2023-11,2471.09,4,617.77,55000.0,25000.0,3,106000.0,4.492890909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2023-12,870.27,1,870.27,55000.0,25000.0,3,106000.0,1.5823090909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2024-01,7887.66,8,985.96,55000.0,25000.0,3,106000.0,14.341199999999999,8833.333333333334,Limite inadequado: Muito alto
1018,2024-02,3621.58,7,517.37,55000.0,25000.0,3,106000.0,6.584690909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2024-03,4162.7,8,520.34,55000.0,25000.0,3,106000.0,7.568545454545454,8833.333333333334,Limite inadequado: Muito alto
1018,2024-04,3801.13,6,633.52,55000.0,25000.0,3,106000.0,6.911145454545455,8833.333333333334,Limite inadequado: Muito alto
1018,2024-05,5187.98,8,648.5,55000.0,25000.0,3,106000.0,9.432690909090908,8833.333333333334,Limite inadequado: Muito alto
1018,2024-06,4307.45,8,538.43,55000.0,25000.0,3,106000.0,7.831727272727272,8833.333333333334,Limite inadequado: Muito alto
1018,2024-07,1729.36,3,576.45,55000.0,25000.0,3,106000.0,3.144290909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2024-08,3902.09,6,650.35,55000.0,25000.0,3,106000.0,7.094709090909092,8833.333333333334,Limite inadequado: Muito alto
1018,2024-09,1055.99,2,528.0,55000.0,25000.0,3,106000.0,1.9199818181818182,8833.333333333334,Limite inadequado: Muito alto
1018,2024-10,1546.32,3,515.44,55000.0,25000.0,3,106000.0,2.811490909090909,8833.333333333334,Limite inadequado: Muito alto
1018,2024-11,2017.82,3,672.61,55000.0,25000.0,3,106000.0,3.668763636363636,8833.333333333334,Limite inadequado: Muito alto
1018,2024-12,467.45,1,467.45,55000.0,25000.0,3,106000.0,0.849909090909091,8833.333333333334,Limite inadequado: Muito alto
1022,2023-01,1991.79,6,331.96,55000.0,37000.0,2,,3.6214363636363633,,Normal
1022,2023-02,4604.96,6,767.49,55000.0,37000.0,2,,8.372654545454546,,Normal
1022,2023-03,3368.8,6,561.47,55000.0,37000.0,2,,6.125090909090909,,Normal
1022,2023-04,4085.91,7,583.7,55000.0,37000.0,2,,7.428927272727272,,Normal
1022,2023-05,2520.4,4,630.1,55000.0,37000.0,2,,4.582545454545454,,Normal
1022,2023-06,5451.96,6,908.66,55000.0,37000.0,2,,9.912654545454545,,Normal
1022,2023-07,7679.39,12,639.95,55000.0,37000.0,2,,13.962527272727273,,Normal
1022,2023-08,5278.03,8,659.75,55000.0,37000.0,2,,9.596418181818182,,Normal
1022,2023-09,3278.55,5,655.71,55000.0,37000.0,2,,5.961,,Normal
1022,2023-10,1974.08,3,658.03,55000.0,37000.0,2,,3.5892363636363633,,Normal
1022,2023-11,3290.75,4,822.69,55000.0,37000.0,2,,5.983181818181818,,Normal
1022,2023-12,4505.54,8,563.19,55000.0,37000.0,2,,8.191890909090908,,Normal
1022,2024-01,13497.53,6,2249.59,55000.0,37000.0,2,,24.54096363636364,,Normal
1022,2024-02,2691.01,6,448.5,55000.0,37000.0,2,,4.892745454545455,,Normal
1022,2024-03,2612.77,6,435.46,55000.0,37000.0,2,,4.750490909090909,,Normal
1022,2024-04,686.58,4,171.64,55000.0,37000.0,2,,1.2483272727272727,,Normal
1022,2024-05,1784.41,3,594.8,55000.0,37000.0,2,,3.2443818181818185,,Normal
1022,2024-06,1643.22,3,547.74,55000.0,37000.0,2,,2.9876727272727273,,Normal
1022,2024-07,1488.84,2,744.42,55000.0,37000.0,2,,2.706981818181818,,Normal
1022,2024-08,3854.15,6,642.36,55000.0,37000.0,2,,7.007545454545455,,Normal
1022,2024-09,943.82,3,314.61,55000.0,37000.0,2,,1.7160363636363636,,Normal
1022,2024-11,1534.91,3,511.64,55000.0,37000.0,2,,2.790745454545455,,Normal
1022,2024-12,1338.61,3,446.2,55000.0,37000.0,2,,2.4338363636363636,,Normal
1028,2023-01,7900.45,10,790.04,50000.0,40000.0,2,,15.800899999999999,,Normal
1028,2023-02,4435.33,5,887.07,50000.0,40000.0,2,,8.870659999999999,,Normal
1028,2023-03,586.79,3,195.6,50000.0,40000.0,2,,1.1735799999999998,,Normal
1028,2023-05,1513.63,4,378.41,50000.0,40000.0,2,,3.0272600000000005,,Normal
1028,2023-06,1756.64,5,351.33,50000.0,40000.0,2,,3.51328,,Normal
1028,2023-07,2147.07,3,715.69,50000.0,40000.0,2,,4.2941400000000005,,Normal
1028,2023-08,3217.77,5,643.55,50000.0,40000.0,2,,6.43554,,Normal
1028,2023-09,4062.02,7,580.29,50000.0,40000.0,2,,8.12404,,Normal
1028,2023-10,6237.27,11,567.02,50000.0,40000.0,2,,12.474540000000001,,Normal
1028,2023-11,2214.0,3,738.0,50000.0,40000.0,2,,4.428,,Normal
1028,2023-12,2655.76,5,531.15,50000.0,40000.0,2,,5.31152,,Normal
1028,2024-01,4350.7,6,725.12,50000.0,40000.0,2,,8.7014,,Normal
1028,2024-02,2384.5,3,794.83,50000.0,40000.0,2,,4.769,,Normal
1028,2024-03,2012.63,4,503.16,50000.0,40000.0,2,,4.02526,,Normal
1028,2024-04,3200.2,5,640.04,50000.0,40000.0,2,,6.400399999999999,,Normal
1028,2024-05,893.85,3,297.95,50000.0,40000.0,2,,1.7877,,Normal
1028,2024-06,7196.92,10,719.69,50000.0,40000.0,2,,14.393839999999999,,Normal
1028,2024-07,1101.81,2,550.9,50000.0,40000.0,2,,2.20362,,Normal
1028,2024-08,1421.69,3,473.9,50000.0,40000.0,2,,2.8433800000000002,,Normal
1028,2024-09,811.5,2,405.75,50000.0,40000.0,2,,1.6230000000000002,,Normal
1028,2024-10,995.03,2,497.52,50000.0,40000.0,2,,1.9900600000000002,,Normal
1028,2024-12,702.57,2,351.28,50000.0,40000.0,2,,1.40514,,Normal
1031,2023-02,1059.3,1,1059.3,12000.0,12000.0,1,123200.0,8.827499999999999,10266.666666666666,Normal
1031,2023-03,1745.83,2,872.92,12000.0,12000.0,1,123200.0,14.548583333333331,10266.666666666666,Normal
1031,2023-04,491.08,1,491.08,12000.0,12000.0,1,123200.0,4.092333333333333,10266.666666666666,Normal
1031,2023-05,102.84,1,102.84,12000.0,12000.0,1,123200.0,0.857,10266.666666666666,Normal
1031,2023-06,1157.87,1,1157.87,12000.0,12000.0,1,123200.0,9.648916666666665,10266.666666666666,Normal
1031,2023-08,1112.58,3,370.86,12000.0,12000.0,1,123200.0,9.2715,10266.666666666666,Normal
1031,2023-09,824.41,1,824.41,12000.0,12000.0,1,123200.0,6.8700833333333335,10266.666666666666,Normal
1031,2023-10,2416.44,3,805.48,12000.0,12000.0,1,123200.0,20.137,10266.666666666666,Normal
1031,2023-12,1056.16,2,528.08,12000.0,12000.0,1,123200.0,8.801333333333334,10266.666666666666,Normal
1031,2024-01,1013.08,1,1013.08,12000.0,12000.0,1,123200.0,8.442333333333334,10266.666666666666,Normal
1031,2024-02,1235.78,2,617.89,12000.0,12000.0,1,123200.0,10.298166666666667,10266.666666666666,Normal
1031,2024-03,908.18,2,454.09,12000.0,12000.0,1,123200.0,7.5681666666666665,10266.666666666666,Normal
1031,2024-04,196.3,1,196.3,12000.0,12000.0,1,123200.0,1.6358333333333337,10266.666666666666,Normal
1031,2024-05,861.39,2,430.7,12000.0,12000.0,1,123200.0,7.17825,10266.666666666666,Normal
1031,2024-06,957.14,2,478.57,12000.0,12000.0,1,123200.0,7.976166666666666,10266.666666666666,Normal
1031,2024-08,1009.1,2,504.55,12000.0,12000.0,1,123200.0,8.409166666666666,10266.666666666666,Normal
1031,2024-09,487.88,1,487.88,12000.0,12000.0,1,123200.0,4.065666666666667,10266.666666666666,Normal
1031,2024-11,1324.47,2,662.24,12000.0,12000.0,1,123200.0,11.03725,10266.666666666666,Normal
1031,2024-12,280.35,1,280.35,12000.0,12000.0,1,123200.0,2.33625,10266.666666666666,Normal
1034,2023-01,3721.51,4,930.38,58000.0,37000.0,2,,6.416396551724138,,Normal
1034,2023-02,5165.85,4,1291.46,58000.0,37000.0,2,,8.906637931034483,,Normal
1034,2023-03,2446.2,6,407.7,58000.0,37000.0,2,,4.217586206896551,,Normal
1034,2023-04,2329.54,5,465.91,58000.0,37000.0,2,,4.016448275862069,,Normal
1034,2023-05,3430.98,6,571.83,58000.0,37000.0,2,,5.91548275862069,,Normal
1034,2023-06,3398.62,7,485.52,58000.0,37000.0,2,,5.859689655172414,,Normal
1034,2023-07,1732.85,4,433.21,58000.0,37000.0,2,,2.987672413793103,,Normal
1034,2023-08,2880.55,4,720.14,58000.0,37000.0,2,,4.966465517241379,,Normal
1034,2023-09,2164.06,4,541.02,58000.0,37000.0,2,,3.7311379310344823,,Normal
1034,2023-10,4743.0,6,790.5,58000.0,37000.0,2,,8.177586206896551,,Normal
1034,2023-11,1373.44,4,343.36,58000.0,37000.0,2,,2.368,,Normal
1034,2023-12,3370.18,4,842.54,58000.0,37000.0,2,,5.810655172413793,,Normal
1034,2024-01,5195.47,8,649.43,58000.0,37000.0,2,,8.957706896551725,,Normal
1034,2024-02,1884.48,3,628.16,58000.0,37000.0,2,,3.249103448275862,,Normal
1034,2024-03,2732.41,5,546.48,58000.0,37000.0,2,,4.711051724137931,,Normal
1034,2024-04,1414.45,3,471.48,58000.0,37000.0,2,,2.4387068965517242,,Normal
1034,2024-05,4101.72,7,585.96,58000.0,37000.0,2,,7.071931034482759,,Normal
1034,2024-06,5248.03,8,656.0,58000.0,37000.0,2,,9.048327586206897,,Normal
1034,2024-07,2136.05,4,534.01,58000.0,37000.0,2,,3.682844827586207,,Normal
1034,2024-08,4227.12,6,704.52,58000.0,37000.0,2,,7.288137931034483,,Normal
1034,2024-09,2865.41,4,716.35,58000.0,37000.0,2,,4.940362068965517,,Normal
1034,2024-10,2489.13,4,622.28,58000.0,37000.0,2,,4.291603448275862,,Normal
1034,2024-11,2248.07,3,749.36,58000.0,37000.0,2,,3.87598275862069,,Normal
1034,2024-12,810.88,2,405.44,58000.0,37000.0,2,,1.3980689655172414,,Normal
1035,2023-01,2657.82,6,442.97,30000.0,30000.0,1,120800.0,8.8594,10066.666666666666,Limite inadequado: Muito alto
1035,2023-02,4226.14,5,845.23,30000.0,30000.0,1,120800.0,14.087133333333334,10066.666666666666,Limite inadequado: Muito alto
1035,2023-03,5953.92,6,992.32,30000.0,30000.0,1,120800.0,19.8464,10066.666666666666,Limite inadequado: Muito alto
1035,2023-04,4221.15,6,703.52,30000.0,30000.0,1,120800.0,14.0705,10066.666666666666,Limite inadequado: Muito alto
1035,2023-05,757.75,1,757.75,30000.0,30000.0,1,120800.0,2.5258333333333334,10066.666666666666,Limite inadequado: Muito alto
1035,2023-06,1600.34,6,266.72,30000.0,30000.0,1,120800.0,5.334466666666667,10066.666666666666,Limite inadequado: Muito alto
1035,2023-07,2186.79,4,546.7,30000.0,30000.0,1,120800.0,7.2893,10066.666666666666,Limite inadequado: Muito alto
1035,2023-08,5849.21,9,649.91,30000.0,30000.0,1,120800.0,19.497366666666665,10066.666666666666,Limite inadequado: Muito alto
1035,2023-09,3239.41,7,462.77,30000.0,30000.0,1,120800.0,10.798033333333333,10066.666666666666,Limite inadequado: Muito alto
1035,2023-10,2960.51,6,493.42,30000.0,30000.0,1,120800.0,9.868366666666667,10066.666666666666,Limite inadequado: Muito alto
1035,2023-11,1216.09,2,608.05,30000.0,30000.0,1,120800.0,4.053633333333333,10066.666666666666,Limite inadequado: Muito alto
1035,2023-12,5586.15,7,798.02,30000.0,30000.0,1,120800.0,18.6205,10066.666666666666,Limite inadequado: Muito alto
1035,2024-01,4215.54,6,702.59,30000.0,30000.0,1,120800.0,14.0518,10066.666666666666,Limite inadequado: Muito alto
1035,2024-02,1019.86,1,1019.86,30000.0,30000.0,1,120800.0,3.3995333333333337,10066.666666666666,Limite inadequado: Muito alto
1035,2024-03,969.1,2,484.55,30000.0,30000.0,1,120800.0,3.2303333333333337,10066.666666666666,Limite inadequado: Muito alto
1035,2024-04,7380.64,11,670.97,30000.0,30000.0,1,120800.0,24.602133333333335,10066.666666666666,Limite inadequado: Muito alto
1035,2024-05,3074.04,5,614.81,30000.0,30000.0,1,120800.0,10.2468,10066.666666666666,Limite inadequado: Muito alto
1035,2024-06,1824.73,3,608.24,30000.0,30000.0,1,120800.0,6.082433333333333,10066.666666666666,Limite inadequado: Muito alto
1035,2024-07,2810.59,4,702.65,30000.0,30000.0,1,120800.0,9.368633333333335,10066.666666666666,Limite inadequado: Muito alto
1035,2024-09,2154.35,3,718.12,30000.0,30000.0,1,120800.0,7.181166666666666,10066.666666666666,Limite inadequado: Muito alto
1035,2024-10,1727.18,4,431.8,30000.0,30000.0,1,120800.0,5.757266666666667,10066.666666666666,Limite inadequado: Muito alto
1035,2024-11,1509.68,3,503.23,30000.0,30000.0,1,120800.0,5.032266666666667,10066.666666666666,Limite inadequado: Muito alto
1035,2024-12,1570.73,2,785.36,30000.0,30000.0,1,120800.0,5.235766666666667,10066.666666666666,Limite inadequado: Muito alto
1038,2023-01,2915.95,5,583.19,45000.0,25000.0,2,108100.0,6.479888888888888,9008.333333333334,Limite inadequado: Muito alto
1038,2023-02,2786.16,6,464.36,45000.0,25000.0,2,108100.0,6.191466666666667,9008.333333333334,Limite inadequado: Muito alto
1038,2023-03,3337.42,6,556.24,45000.0,25000.0,2,108100.0,7.416488888888889,9008.333333333334,Limite inadequado: Muito alto
1038,2023-04,1452.89,4,363.22,45000.0,25000.0,2,108100.0,3.2286444444444444,9008.333333333334,Limite inadequado: Muito alto
1038,2023-05,3717.92,6,619.65,45000.0,25000.0,2,108100.0,8.262044444444443,9008.333333333334,Limite inadequado: Muito alto
1038,2023-06,2814.07,4,703.52,45000.0,25000.0,2,108100.0,6.253488888888889,9008.333333333334,Limite inadequado: Muito alto
1038,2023-07,3348.03,5,669.61,45000.0,25000.0,2,108100.0,7.440066666666667,9008.333333333334,Limite inadequado: Muito alto
1038,2023-08,3098.97,7,442.71,45000.0,25000.0,2,108100.0,6.8866,9008.333333333334,Limite inadequado: Muito alto
1038,2023-09,2068.03,3,689.34,45000.0,25000.0,2,108100.0,4.5956222222222225,9008.333333333334,Limite inadequado: Muito alto
1038,2023-10,3522.79,8,440.35,45000.0,25000.0,2,108100.0,7.828422222222223,9008.333333333334,Limite inadequado: Muito alto
1038,2023-11,2496.31,5,499.26,45000.0,25000.0,2,108100.0,5.547355555555555,9008.333333333334,Limite inadequado: Muito alto
1038,2023-12,2244.44,4,561.11,45000.0,25000.0,2,108100.0,4.987644444444444,9008.333333333334,Limite inadequado: Muito alto
1038,2024-01,2372.44,6,395.41,45000.0,25000.0,2,108100.0,5.27208888888889,9008.333333333334,Limite inadequado: Muito alto
1038,2024-02,1783.31,3,594.44,45000.0,25000.0,2,108100.0,3.9629111111111106,9008.333333333334,Limite inadequado: Muito alto
1038,2024-03,4210.88,6,701.81,45000.0,25000.0,2,108100.0,9.35751111111111,9008.333333333334,Limite inadequado: Muito alto
1038,2024-04,2254.28,3,751.43,45000.0,25000.0,2,108100.0,5.009511111111112,9008.333333333334,Limite inadequado: Muito alto
1038,2024-05,4420.32,6,736.72,45000.0,25000.0,2,108100.0,9.822933333333332,9008.333333333334,Limite inadequado: Muito alto
1038,2024-06,5649.43,7,807.06,45000.0,25000.0,2,108100.0,12.55428888888889,9008.333333333334,Limite inadequado: Muito alto
1038,2024-07,5877.9,9,653.1,45000.0,25000.0,2,108100.0,13.062,9008.333333333334,Limite inadequado: Muito alto
1038,2024-08,4215.12,8,526.89,45000.0,25000.0,2,108100.0,9.366933333333332,9008.333333333334,Limite inadequado: Muito alto
1038,2024-10,1758.86,2,879.43,45000.0,25000.0,2,108100.0,3.9085777777777775,9008.333333333334,Limite inadequado: Muito alto
1038,2024-11,1029.6,2,514.8,45000.0,25000.0,2,108100.0,2.288,9008.333333333334,Limite inadequado: Muito alto
1038,2024-12,3314.62,6,552.44,45000.0,25000.0,2,108100.0,7.3658222222222225,9008.333333333334,Limite inadequado: Muito alto
1043,2023-01,3713.23,8,464.15,41000.0,22000.0,2,69600.0,9.056658536585365,5800.0,Limite inadequado: Muito alto
1043,2023-02,6210.26,9,690.03,41000.0,22000.0,2,69600.0,15.146975609756097,5800.0,Limite inadequado: Muito alto
1043,2023-03,4134.05,8,516.76,41000.0,22000.0,2,69600.0,10.083048780487806,5800.0,Limite inadequado: Muito alto
1043,2023-04,3411.6,4,852.9,41000.0,22000.0,2,69600.0,8.320975609756097,5800.0,Limite inadequado: Muito alto
1043,2023-05,519.6,3,173.2,41000.0,22000.0,2,69600.0,1.2673170731707317,5800.0,Limite inadequado: Muito alto
1043,2023-06,3725.95,6,620.99,41000.0,22000.0,2,69600.0,9.087682926829267,5800.0,Limite inadequado: Muito alto
1043,2023-07,5729.84,6,954.97,41000.0,22000.0,2,69600.0,13.975219512195123,5800.0,Limite inadequado: Muito alto
